fold,best_val_acc,final_train_acc,final_val_acc,time
1,0.9855072463768116,1.0,0.9855072463768116,975.3719007968903
2,0.9963768115942029,0.9981834695731153,0.9927536231884058,970.4254970550537
3,1.0,1.0,1.0,978.944687128067
4,0.9963636363636363,0.9990925589836661,0.9963636363636363,971.0945608615875
5,0.9927272727272727,1.0,0.9927272727272727,971.2531118392944
