fold,best_val_acc,final_train_acc,final_val_acc,time
1,0.9927536231884058,0.9990917347865577,0.9891304347826086,4933.099478006363
2,0.9963768115942029,0.9990917347865577,0.9891304347826086,4942.2785041332245
3,1.0,0.9918330308529946,0.9818181818181818,4862.441637039185
4,0.9963636363636363,0.9936479128856625,0.9854545454545455,4970.6153519153595
5,0.9963636363636363,0.9900181488203267,0.9563636363636364,4947.91277885437
