fold,best_val_acc,final_train_acc,final_val_acc,time
1,0.9855072463768116,1.0,0.9855072463768116,4095.5519082546234
2,0.9891304347826086,0.9981834695731153,0.9710144927536232,4101.211875677109
3,0.9963636363636363,0.9990925589836661,0.9963636363636363,4081.0632951259613
4,0.9963636363636363,1.0,0.9963636363636363,4078.578325986862
5,0.9890909090909091,0.9972776769509982,0.9890909090909091,5475.557666063309
